Age,Gender,Annual_Income,Spending_Score,Purchase_History,Frequency_Visits,Product_Preference,Membership,Online_Shopping,Feedback_Score,Customer_Segment
59,Male,38043,20,901,34,Fashion,No,Occasional,3,High-Value
34,Female,38331,63,415,51,Fashion,No,Never,5,High-Value
65,Female,57081,35,762,51,Groceries,No,Occasional,3,High-Value
64,Female,43691,83,1255,24,Groceries,No,Rarely,3,High-Value
56,Male,65533,82,1548,39,Others,Yes,Never,2,High-Value
52,Male,60715,100,304,12,Others,No,Never,3,High-Value
29,Female,41140,76,1521,13,Groceries,No,Frequent,2,High-Value
36,Female,51063,78,491,42,Groceries,No,Occasional,2,High-Value
22,Male,43642,96,1046,39,Home & Living,No,Occasional,3,High-Value
68,Female,56064,92,1244,29,Groceries,Yes,Frequent,2,High-Value
38,Female,55574,27,1209,5,Fashion,Yes,Rarely,3,High-Value
56,Female,78938,78,1056,4,Groceries,No,Occasional,5,High-Value
32,Male,60995,23,839,39,Electronics,Yes,Frequent,3,High-Value
60,Male,74522,48,2074,2,Groceries,Yes,Rarely,2,High-Value
27,Female,52232,55,-102,2,Home & Living,Yes,Frequent,2,Low-Value
43,Male,67993,49,889,26,Electronics,Yes,Never,2,High-Value
40,Male,56282,69,740,40,Fashion,No,Occasional,4,High-Value
30,Male,66038,70,1113,13,Electronics,Yes,Occasional,2,High-Value
50,Female,59239,58,485,26,Electronics,No,Rarely,5,High-Value
59,Female,47361,50,-426,25,Groceries,Yes,Occasional,3,Low-Value
42,Male,46047,94,1692,51,Home & Living,Yes,Never,5,High-Value
55,Male,33132,23,1014,7,Home & Living,No,Rarely,4,Mid-Value
68,Female,72952,94,2206,16,Groceries,Yes,Never,3,High-Value
50,Female,26117,84,1296,27,Home & Living,No,Frequent,2,High-Value
60,Male,41630,88,904,47,Others,No,Frequent,5,High-Value
55,Female,35988,85,650,38,Groceries,Yes,Rarely,3,High-Value
48,Female,58273,81,457,32,Groceries,Yes,Rarely,1,High-Value
43,Male,57427,24,860,7,Others,Yes,Frequent,5,Mid-Value
45,Male,54385,25,1020,32,Electronics,Yes,Frequent,4,High-Value
38,Female,56394,10,184,3,Home & Living,No,Frequent,4,Low-Value
28,Female,31055,93,738,45,Groceries,Yes,Occasional,4,High-Value
24,Male,48059,89,383,2,Groceries,No,Frequent,1,Mid-Value
18,Female,52268,37,653,32,Home & Living,Yes,Frequent,2,High-Value
38,Female,60977,36,931,17,Home & Living,No,Never,5,High-Value
38,Male,65392,65,994,14,Electronics,Yes,Never,1,High-Value
33,Male,46804,73,1378,48,Fashion,No,Occasional,1,High-Value
52,Female,63494,60,1124,10,Home & Living,No,Frequent,2,High-Value
44,Male,43388,43,442,12,Fashion,No,Frequent,4,Mid-Value
59,Male,26408,99,1689,10,Electronics,Yes,Rarely,4,High-Value
30,Male,54362,59,1704,23,Home & Living,No,Frequent,2,High-Value
52,Female,45346,15,356,17,Electronics,No,Occasional,2,Mid-Value
68,Male,78782,1,496,25,Fashion,Yes,Frequent,5,Mid-Value
34,Female,70765,37,1390,9,Groceries,Yes,Occasional,4,High-Value
55,Female,50483,62,194,13,Home & Living,Yes,Never,4,Mid-Value
58,Female,51666,39,109,14,Fashion,No,Frequent,1,Low-Value
35,Male,48956,73,1149,2,Fashion,No,Rarely,5,High-Value
22,Female,72832,32,1827,34,Groceries,Yes,Frequent,4,High-Value
65,Female,35607,98,1099,21,Fashion,Yes,Never,1,High-Value
39,Female,67507,24,1205,44,Others,Yes,Occasional,3,High-Value
42,Male,35291,48,331,25,Groceries,No,Never,2,Mid-Value
50,Male,84105,48,1916,48,Others,No,Occasional,5,High-Value
49,Male,36754,62,1429,21,Fashion,Yes,Frequent,1,High-Value
49,Male,66994,94,1505,47,Fashion,No,Never,5,High-Value
35,Female,52551,60,1738,12,Groceries,No,Frequent,3,High-Value
29,Male,73746,72,1293,8,Groceries,No,Rarely,4,High-Value
56,Male,37861,99,552,43,Home & Living,Yes,Rarely,3,High-Value
58,Female,66331,71,1049,3,Others,No,Frequent,2,High-Value
57,Female,71868,46,665,5,Home & Living,Yes,Rarely,5,Mid-Value
21,Female,33626,31,883,28,Home & Living,Yes,Occasional,2,High-Value
41,Female,49021,5,1217,14,Electronics,Yes,Occasional,1,High-Value
46,Female,36948,98,679,30,Others,No,Frequent,2,High-Value
55,Male,56241,21,676,47,Others,Yes,Frequent,3,High-Value
53,Male,43544,17,1745,17,Home & Living,Yes,Rarely,4,High-Value
37,Female,38524,28,743,13,Electronics,Yes,Occasional,4,Mid-Value
56,Female,43725,38,619,30,Groceries,No,Rarely,4,High-Value
37,Female,26254,77,-199,21,Electronics,No,Rarely,4,Mid-Value
64,Male,46852,19,1007,50,Others,Yes,Rarely,4,High-Value
54,Female,52002,30,901,9,Groceries,No,Occasional,5,Mid-Value
65,Male,15323,35,528,1,Groceries,No,Never,4,Mid-Value
54,Male,47051,93,1110,11,Electronics,Yes,Rarely,5,High-Value
40,Male,56321,75,254,23,Home & Living,No,Rarely,2,High-Value
34,Female,52492,30,210,41,Groceries,Yes,Rarely,5,Mid-Value
20,Female,48527,50,1551,20,Others,Yes,Rarely,2,High-Value
64,Female,37748,54,2099,44,Groceries,Yes,Rarely,5,High-Value
45,Female,57237,15,354,18,Groceries,Yes,Never,1,Mid-Value
21,Female,37868,54,1609,44,Others,No,Frequent,1,High-Value
65,Male,50527,70,885,14,Home & Living,No,Occasional,4,High-Value
61,Female,39717,22,997,23,Electronics,Yes,Frequent,2,High-Value
25,Male,54047,10,924,44,Home & Living,No,Frequent,1,High-Value
57,Female,57833,49,1344,21,Home & Living,No,Frequent,5,High-Value
66,Female,41119,63,1649,1,Fashion,Yes,Occasional,4,High-Value
49,Male,23878,42,957,6,Electronics,Yes,Occasional,5,High-Value
64,Male,40621,48,1130,33,Groceries,Yes,Occasional,1,High-Value
58,Female,66278,63,1027,22,Others,Yes,Never,1,High-Value
50,Male,68137,19,902,33,Fashion,No,Occasional,2,High-Value
23,Male,55909,62,1072,38,Fashion,No,Rarely,3,High-Value
44,Female,62627,62,308,5,Others,Yes,Occasional,5,Mid-Value
30,Male,30113,60,1091,8,Electronics,No,Never,5,High-Value
33,Male,60347,6,984,7,Electronics,Yes,Rarely,3,Mid-Value
52,Male,35385,86,758,37,Fashion,Yes,Rarely,1,High-Value
41,Male,38778,71,368,39,Groceries,No,Never,1,High-Value
46,Male,36619,71,731,37,Fashion,Yes,Never,3,High-Value
28,Male,65134,56,1558,10,Electronics,No,Never,3,High-Value
33,Male,35346,46,798,48,Home & Living,Yes,Never,5,High-Value
45,Male,35559,21,489,24,Fashion,No,Frequent,1,Mid-Value
64,Female,60683,24,877,2,Others,No,Frequent,4,Mid-Value
19,Male,43031,95,897,11,Groceries,No,Occasional,4,High-Value
28,Female,64894,22,-620,33,Home & Living,Yes,Never,4,Low-Value
35,Female,33407,55,442,1,Electronics,Yes,Rarely,5,Mid-Value
18,Female,25195,30,602,31,Others,Yes,Rarely,5,High-Value
32,Male,65376,76,1032,21,Others,No,Occasional,3,High-Value
62,Female,27213,43,2104,28,Electronics,Yes,Frequent,4,High-Value
66,Male,56486,100,1314,41,Home & Living,Yes,Frequent,1,High-Value
36,Female,62559,7,1155,3,Groceries,No,Never,4,Mid-Value
63,Female,45503,8,-115,3,Electronics,Yes,Never,2,Low-Value
65,Female,60739,81,678,52,Electronics,No,Never,4,High-Value
40,Female,41532,29,1020,26,Home & Living,Yes,Frequent,1,High-Value
18,Female,54958,13,1063,47,Fashion,No,Frequent,5,High-Value
61,Female,50049,83,803,35,Fashion,Yes,Never,3,High-Value
23,Female,24359,39,1344,16,Groceries,Yes,Occasional,1,High-Value
38,Male,62126,85,690,36,Groceries,Yes,Rarely,2,High-Value
58,Female,56633,11,1484,31,Fashion,No,Never,2,High-Value
28,Female,31276,21,1283,36,Home & Living,Yes,Rarely,5,High-Value
54,Male,49953,80,1498,24,Fashion,Yes,Never,1,High-Value
22,Male,63879,27,65,50,Groceries,Yes,Never,5,Mid-Value
60,Male,55513,78,492,41,Home & Living,Yes,Frequent,3,High-Value
38,Male,38802,98,541,44,Groceries,Yes,Never,3,High-Value
47,Male,25430,11,1236,2,Groceries,No,Rarely,2,Mid-Value
34,Male,65927,65,1380,9,Fashion,No,Occasional,1,High-Value
67,Female,68051,22,1287,34,Home & Living,Yes,Occasional,5,High-Value
19,Male,69051,14,1333,31,Groceries,No,Occasional,1,High-Value
37,Female,77027,11,633,39,Electronics,No,Rarely,5,High-Value
36,Male,38819,47,983,39,Home & Living,No,Occasional,4,High-Value
33,Female,38752,99,1231,31,Groceries,Yes,Frequent,4,High-Value
41,Female,61232,47,1461,32,Fashion,Yes,Rarely,1,High-Value
56,Female,16328,99,1533,3,Home & Living,No,Rarely,4,High-Value
35,Female,55207,24,1001,37,Fashion,Yes,Rarely,4,High-Value
27,Male,44157,98,1368,14,Electronics,No,Never,5,High-Value
21,Female,56679,54,1135,49,Fashion,Yes,Occasional,3,High-Value
20,Female,48650,70,1063,14,Fashion,No,Rarely,2,High-Value
24,Female,64867,81,826,1,Electronics,No,Occasional,3,High-Value
31,Male,44328,67,860,33,Home & Living,Yes,Rarely,4,High-Value
34,Female,50808,74,899,5,Electronics,Yes,Never,2,High-Value
46,Male,37716,2,-25,16,Fashion,No,Occasional,3,Low-Value
27,Female,62768,49,331,43,Electronics,Yes,Occasional,5,High-Value
29,Male,61293,37,505,11,Fashion,Yes,Rarely,5,Mid-Value
67,Female,46192,50,1248,34,Fashion,No,Never,4,High-Value
29,Male,58184,9,1293,6,Home & Living,No,Never,1,High-Value
59,Female,31556,4,1998,6,Electronics,Yes,Rarely,5,High-Value
36,Female,34471,33,933,38,Fashion,No,Never,5,High-Value
25,Male,49444,84,784,40,Electronics,No,Never,2,High-Value
44,Male,66002,93,1422,38,Others,Yes,Never,2,High-Value
69,Female,22119,88,1119,47,Home & Living,Yes,Never,2,High-Value
21,Male,53234,1,1367,3,Fashion,Yes,Occasional,2,High-Value
26,Female,58979,72,845,39,Home & Living,Yes,Never,1,High-Value
22,Female,68960,87,1204,6,Home & Living,No,Never,2,High-Value
60,Female,54076,50,942,9,Electronics,No,Frequent,5,High-Value
23,Male,29348,32,1338,7,Fashion,No,Never,5,High-Value
19,Male,23904,8,1541,39,Groceries,No,Occasional,3,High-Value
69,Female,39154,87,396,48,Others,No,Rarely,3,High-Value
36,Male,58437,36,1979,20,Home & Living,Yes,Frequent,4,High-Value
30,Female,44018,88,2001,17,Home & Living,No,Never,1,High-Value
51,Male,41472,93,950,31,Groceries,Yes,Rarely,3,High-Value
41,Female,53903,70,1235,15,Electronics,Yes,Frequent,1,High-Value
33,Male,46215,4,700,47,Home & Living,No,Never,1,High-Value
61,Male,62198,17,918,38,Home & Living,Yes,Occasional,5,High-Value
68,Male,78426,28,910,26,Fashion,No,Never,3,High-Value
43,Male,50890,31,93,26,Fashion,Yes,Occasional,4,Mid-Value
58,Male,21033,95,776,38,Groceries,Yes,Never,2,High-Value
18,Female,41143,92,1626,41,Fashion,Yes,Occasional,5,High-Value
47,Male,32063,15,305,39,Groceries,No,Frequent,4,Mid-Value
39,Female,70857,17,530,45,Groceries,Yes,Rarely,1,High-Value
48,Female,33111,3,1167,5,Groceries,Yes,Rarely,4,Mid-Value
31,Female,48990,9,1439,31,Others,No,Never,5,High-Value
63,Male,83384,39,642,40,Groceries,Yes,Frequent,1,High-Value
65,Female,56673,4,1566,10,Groceries,No,Rarely,1,High-Value
56,Female,44937,67,241,36,Others,Yes,Frequent,4,High-Value
31,Female,37149,9,468,48,Fashion,No,Rarely,3,High-Value
47,Female,45754,14,958,12,Home & Living,Yes,Frequent,2,Mid-Value
23,Female,55634,41,1648,31,Fashion,Yes,Frequent,3,High-Value
59,Female,71968,72,1708,46,Groceries,No,Never,5,High-Value
45,Male,40621,42,-166,30,Others,Yes,Occasional,1,Mid-Value
51,Male,50702,84,609,38,Others,Yes,Rarely,4,High-Value
40,Male,39459,97,1991,8,Groceries,Yes,Frequent,1,High-Value
20,Female,47952,26,1355,6,Electronics,No,Frequent,2,High-Value
32,Female,30223,46,1257,30,Others,No,Occasional,4,High-Value
62,Female,63054,79,971,15,Home & Living,No,Never,5,High-Value
34,Female,59962,88,657,19,Home & Living,No,Occasional,1,High-Value
37,Female,64482,10,1093,15,Electronics,Yes,Occasional,3,High-Value
19,Male,61726,1,1156,22,Groceries,No,Occasional,1,High-Value
69,Male,59045,53,1968,35,Electronics,No,Never,3,High-Value
48,Male,57863,72,548,1,Home & Living,Yes,Never,1,Mid-Value
38,Female,54868,74,1270,14,Electronics,Yes,Frequent,5,High-Value
37,Female,59720,69,621,45,Fashion,No,Never,4,High-Value
31,Female,49588,29,587,16,Home & Living,No,Rarely,3,Mid-Value
53,Male,38764,24,1349,39,Others,Yes,Never,3,High-Value
24,Female,37159,22,512,32,Groceries,Yes,Occasional,1,Mid-Value
63,Male,56917,17,1410,17,Home & Living,No,Never,2,High-Value
57,Male,31240,20,1035,50,Electronics,Yes,Frequent,3,High-Value
24,Male,53527,41,570,33,Electronics,No,Occasional,3,High-Value
43,Male,69873,8,-202,39,Electronics,No,Occasional,3,Low-Value
49,Male,42305,4,903,2,Electronics,No,Rarely,5,Mid-Value
63,Female,64046,81,188,5,Others,No,Rarely,2,Mid-Value
27,Female,64465,78,1377,25,Electronics,No,Never,3,High-Value
52,Male,48898,40,643,48,Fashion,Yes,Frequent,5,High-Value
44,Female,74590,26,621,48,Fashion,Yes,Frequent,2,High-Value
55,Female,26931,44,898,42,Others,No,Occasional,2,High-Value
64,Male,60932,5,607,36,Electronics,Yes,Occasional,5,Mid-Value
18,Female,37579,88,1421,48,Fashion,Yes,Rarely,5,High-Value
51,Female,44489,10,28,37,Home & Living,Yes,Never,1,Mid-Value
27,Male,67526,20,280,9,Home & Living,Yes,Never,1,Low-Value
48,Female,58111,24,357,40,Electronics,No,Frequent,4,Mid-Value
20,Female,55203,89,1090,21,Fashion,No,Never,1,High-Value
56,Female,57115,67,865,47,Fashion,No,Frequent,4,High-Value
65,Male,61408,75,618,3,Fashion,Yes,Occasional,1,High-Value
22,Female,29331,43,1033,45,Home & Living,Yes,Occasional,4,High-Value
43,Male,53707,33,983,33,Others,No,Never,4,High-Value
43,Male,42204,30,1053,38,Fashion,No,Occasional,3,High-Value
46,Female,41054,33,-251,25,Electronics,Yes,Rarely,1,Low-Value
28,Female,32626,76,1767,37,Fashion,No,Frequent,5,High-Value
24,Male,62847,87,644,11,Fashion,Yes,Frequent,5,High-Value
46,Male,34717,82,492,29,Groceries,Yes,Rarely,2,High-Value
23,Female,58158,99,1163,49,Home & Living,Yes,Frequent,1,High-Value
34,Male,64598,20,1026,6,Home & Living,Yes,Occasional,3,Mid-Value
38,Male,59513,35,291,38,Home & Living,Yes,Frequent,4,High-Value
62,Male,57953,54,1491,2,Fashion,No,Frequent,5,High-Value
44,Female,36940,49,418,18,Others,Yes,Never,1,Mid-Value
59,Female,70298,91,441,40,Home & Living,Yes,Never,3,High-Value
45,Male,46261,23,1024,9,Groceries,No,Occasional,5,High-Value
37,Female,81979,20,867,46,Electronics,Yes,Rarely,1,High-Value
42,Female,49132,19,303,52,Fashion,Yes,Occasional,5,High-Value
64,Male,35434,78,1151,28,Groceries,Yes,Occasional,5,High-Value
69,Male,103655,42,1600,36,Others,Yes,Occasional,1,High-Value
19,Female,54458,45,1598,48,Fashion,Yes,Frequent,5,High-Value
62,Male,67729,97,1553,6,Others,Yes,Never,1,High-Value
18,Male,46384,89,1917,5,Groceries,Yes,Rarely,3,High-Value
31,Female,61462,99,516,40,Others,Yes,Occasional,4,High-Value
69,Female,68995,50,1063,13,Electronics,Yes,Occasional,1,High-Value
27,Female,45736,46,1006,11,Groceries,Yes,Rarely,5,High-Value
25,Male,33520,42,187,35,Electronics,Yes,Occasional,3,Mid-Value
60,Female,81571,78,527,24,Others,Yes,Rarely,2,High-Value
60,Male,66364,33,1000,22,Others,No,Rarely,4,High-Value
57,Male,68858,61,947,29,Home & Living,No,Frequent,3,High-Value
69,Female,27094,64,1534,6,Fashion,Yes,Frequent,3,High-Value
42,Male,67837,66,1622,12,Others,Yes,Never,2,High-Value
66,Male,48806,11,652,46,Others,Yes,Frequent,3,High-Value
60,Male,56777,66,422,50,Groceries,Yes,Occasional,5,High-Value
47,Female,56878,51,597,15,Home & Living,No,Rarely,1,High-Value
33,Male,71825,69,953,16,Others,Yes,Occasional,5,High-Value
56,Female,58286,43,1482,43,Home & Living,No,Never,4,High-Value
33,Female,52170,59,1761,37,Groceries,No,Frequent,1,High-Value
61,Female,27255,87,1707,7,Others,Yes,Frequent,5,High-Value
35,Male,46828,6,2035,31,Electronics,No,Occasional,5,High-Value
35,Female,52800,20,747,43,Fashion,No,Never,1,High-Value
41,Male,52497,12,370,51,Fashion,Yes,Never,2,High-Value
57,Female,58269,1,818,34,Electronics,No,Frequent,1,High-Value
60,Male,80579,9,644,23,Groceries,No,Frequent,2,Mid-Value
32,Male,62712,30,904,38,Fashion,Yes,Never,4,High-Value
30,Female,41730,45,575,31,Groceries,No,Frequent,3,High-Value
34,Female,57051,38,1255,14,Groceries,No,Occasional,4,High-Value
41,Female,36531,67,1594,52,Groceries,No,Rarely,5,High-Value
63,Male,46961,28,770,48,Others,No,Rarely,3,High-Value
24,Male,43131,17,1890,14,Others,Yes,Frequent,4,High-Value
61,Male,40556,14,1440,47,Fashion,No,Frequent,4,High-Value
52,Male,53335,77,214,14,Home & Living,Yes,Rarely,5,Mid-Value
47,Female,66278,74,1661,44,Electronics,No,Occasional,1,High-Value
51,Female,51332,94,898,12,Fashion,No,Frequent,1,High-Value
56,Female,50187,89,1556,43,Home & Living,Yes,Occasional,4,High-Value
51,Male,30009,14,473,1,Groceries,Yes,Never,3,Low-Value
53,Female,47527,95,1147,43,Groceries,Yes,Frequent,3,High-Value
59,Female,71893,65,1109,44,Others,No,Occasional,2,High-Value
30,Female,36122,85,1039,25,Groceries,No,Occasional,3,High-Value
56,Female,59228,73,860,18,Home & Living,Yes,Rarely,3,High-Value
41,Male,36499,50,717,43,Fashion,No,Occasional,5,High-Value
47,Female,47089,60,1484,50,Others,Yes,Rarely,5,High-Value
63,Female,64979,52,423,37,Electronics,No,Occasional,4,High-Value
43,Male,53520,61,587,1,Home & Living,No,Rarely,5,Mid-Value
49,Female,37211,68,896,49,Fashion,Yes,Frequent,3,High-Value
26,Male,34891,70,1127,16,Others,No,Frequent,3,High-Value
55,Male,52730,36,672,52,Electronics,Yes,Never,5,High-Value
53,Male,47957,41,348,14,Groceries,Yes,Rarely,1,Mid-Value
28,Female,32058,30,1201,1,Electronics,No,Rarely,2,High-Value
34,Female,55722,74,1002,25,Home & Living,No,Frequent,4,High-Value
66,Female,62433,5,315,50,Fashion,No,Never,1,Mid-Value
29,Male,31026,85,903,47,Fashion,No,Rarely,5,High-Value
26,Male,53424,4,1419,6,Others,Yes,Never,2,High-Value
61,Female,47931,90,1470,23,Home & Living,No,Never,5,High-Value
50,Female,58478,24,1124,42,Fashion,No,Never,2,High-Value
52,Female,42234,27,1319,23,Groceries,No,Rarely,4,High-Value
32,Male,38892,56,1323,37,Groceries,Yes,Rarely,5,High-Value
39,Male,47298,67,-146,42,Home & Living,No,Rarely,1,Mid-Value
21,Male,50425,14,1149,15,Fashion,Yes,Never,2,High-Value
40,Male,35770,99,1306,9,Fashion,Yes,Never,2,High-Value
47,Female,51256,87,2236,48,Home & Living,Yes,Never,4,High-Value
66,Male,53486,18,1107,8,Electronics,Yes,Occasional,5,High-Value
64,Male,41749,89,1090,47,Others,No,Frequent,1,High-Value
20,Female,53259,15,816,18,Home & Living,Yes,Rarely,1,Mid-Value
53,Female,74472,8,1141,20,Groceries,No,Rarely,2,High-Value
44,Male,58997,42,1106,45,Others,Yes,Rarely,4,High-Value
67,Male,28543,43,1224,36,Electronics,No,Rarely,5,High-Value
48,Male,46141,8,636,26,Electronics,No,Never,1,Mid-Value
38,Female,37051,21,1338,6,Groceries,No,Never,2,High-Value
64,Female,56237,74,1731,49,Fashion,Yes,Frequent,2,High-Value
52,Male,44132,14,941,30,Groceries,No,Never,1,High-Value
31,Male,55454,11,1434,24,Others,Yes,Frequent,4,High-Value
49,Male,80570,95,1254,35,Electronics,Yes,Never,4,High-Value
18,Female,47540,64,-469,24,Groceries,Yes,Occasional,2,Low-Value
53,Female,47319,69,1922,26,Fashion,Yes,Frequent,2,High-Value
58,Male,45080,28,937,28,Fashion,No,Frequent,4,High-Value
56,Female,34097,70,1463,1,Groceries,No,Occasional,5,High-Value
67,Female,58939,85,1612,31,Home & Living,No,Occasional,5,High-Value
59,Male,48869,59,1337,29,Fashion,No,Never,2,High-Value
36,Female,57154,14,1717,42,Groceries,No,Never,3,High-Value
34,Female,50107,2,492,36,Electronics,Yes,Frequent,1,Mid-Value
46,Female,35952,37,1441,38,Groceries,Yes,Rarely,5,High-Value
19,Female,36712,78,1444,9,Groceries,No,Frequent,3,High-Value
20,Male,54708,28,745,12,Electronics,No,Never,4,Mid-Value
52,Male,54663,40,218,34,Groceries,Yes,Never,3,Mid-Value
38,Female,25863,83,1519,32,Others,Yes,Rarely,5,High-Value
69,Female,69945,1,1150,45,Electronics,No,Frequent,3,High-Value
38,Female,67371,94,1168,6,Electronics,No,Rarely,3,High-Value
33,Male,70803,16,959,23,Fashion,Yes,Frequent,5,High-Value
40,Female,38723,1,1286,39,Others,Yes,Never,3,High-Value
45,Female,45278,17,1330,39,Fashion,No,Frequent,3,High-Value
26,Male,34612,46,366,8,Others,Yes,Frequent,1,Mid-Value
56,Male,69022,29,932,52,Electronics,No,Rarely,2,High-Value
39,Male,64447,53,1397,27,Electronics,Yes,Rarely,2,High-Value
57,Male,47273,60,1136,13,Home & Living,No,Never,1,High-Value
54,Female,26302,27,1250,25,Others,No,Rarely,3,High-Value
18,Female,70287,70,822,22,Fashion,Yes,Occasional,2,High-Value
19,Female,55742,36,689,22,Electronics,No,Never,5,High-Value
64,Female,20105,62,1055,2,Others,Yes,Occasional,5,High-Value
58,Female,52771,10,1091,15,Others,No,Frequent,4,High-Value
69,Male,47810,6,1912,1,Fashion,Yes,Frequent,3,High-Value
54,Male,66559,91,1478,36,Fashion,Yes,Frequent,5,High-Value
51,Female,29837,29,324,37,Home & Living,No,Frequent,4,Mid-Value
22,Male,43863,65,1995,20,Electronics,No,Occasional,5,High-Value
43,Female,44477,52,1124,23,Home & Living,Yes,Frequent,1,High-Value
56,Male,39609,72,555,6,Home & Living,Yes,Occasional,1,Mid-Value
62,Female,64716,61,1499,4,Home & Living,Yes,Rarely,4,High-Value
59,Male,31919,88,1708,31,Others,No,Never,3,High-Value
39,Female,84871,3,1422,33,Electronics,Yes,Rarely,2,High-Value
51,Male,59482,26,787,5,Home & Living,No,Never,4,Mid-Value
50,Male,47216,59,1146,9,Others,Yes,Rarely,4,High-Value
29,Female,57031,24,1228,5,Others,No,Frequent,3,High-Value
41,Female,47775,40,-541,39,Electronics,No,Frequent,2,Low-Value
38,Male,60868,52,938,26,Electronics,No,Rarely,1,High-Value
44,Male,58807,13,759,46,Home & Living,No,Frequent,2,High-Value
37,Male,66973,7,1650,48,Groceries,Yes,Never,1,High-Value
60,Female,70853,48,934,52,Others,Yes,Occasional,2,High-Value
50,Male,47640,10,1401,29,Groceries,Yes,Never,5,High-Value
